journal	year	month	class	type	URL	subject	first_author	google_translate
poultry science	2018	5	monogastric	original article	https://academic.oup.com/ps/article/97/5/1614/4917301	"Effects of feeding reduced crude protein diets on growth performance, nitrogen excretion, and plasma uric acid concentration of broiler chicks during the starter period                "	RKriseldi	°ø±ŞÀÇ È¿°ú´Â ½Ãµ¿ ±â°£ µ¿¾È ¼ºÀå ¼º°ú Áú¼Ò ¹è¼³·® ¹× À°°è Ç÷Àå ¿ä»ê ³óµµ Á¶´Ü¹éÁú »ç·á °¨¼Ò
poultry science	2018	5	monogastric	original article	https://academic.oup.com/ps/article/97/5/1677/4917303	Regression method-derived energy value of dried egg albumen for broiler chickens                  	SHancock	À°°è ¿ë °ÇÁ¶ µÈ ´Ş°¿ ¾ËºÎ¹Î È¸±Í ¹æ¹ı À¯·¡ ¿¡³ÊÁö °ª
poultry science	2018	5	monogastric	original article	https://academic.oup.com/ps/article/97/5/1627/4915811	Phytase supplementation in diets rich in fiber from rapeseed enhances phosphorus and calcium digestibility but not retention in broiler chickens                 	MBournazel	À¯Ã¤¿¡¼­ ¼¶À¯°¡ Ç³ºÎÇÑ ½Ä´Ü¿¡¼­ ÇÇÅ¸ ¾ÆÁ¦ º¸Ãæ À°°èÀÇ ÀÎ ¹× Ä®½· ¼ÒÈ­À²ÇÏÁö¸¸ À¯Áö¸¦ Çâ»ó
poultry science	2018	5	monogastric	original article	https://academic.oup.com/ps/article/97/5/1641/4864311	"Effects of supplementation with ¥á-tocopherol, ascorbic acid, selenium, or their combination in linseed oil-enriched diets on the oxidative status in broilers                 "	JLeskovecR	"¥á ÅäÄÚÆä·Ñ, ¾Æ½ºÄÚ¸£ºê »ê, ¼¿·¹´½ ¶Ç´Â À°°è »êÈ­ »óÅÂ¿¡ ¾Æ¸¶ ÀÎÀ¯ ³óÈÄ »ç·á ±×µéÀÇ Á¶ÇÕ º¸ÃæÁ¦ÀÇ È¿°ú"
poultry science	2018	5	monogastric	original article	https://academic.oup.com/ps/article/97/5/1651/4917306	Multigenerational effects of a reduced balanced protein diet during the rearing and laying period of broiler breeders. 1. Performance of the F1 breeder generation                 	JLesuisse	À°°è »çÀ°ÀÇ ¾çÀ°°ú ´©¿ö ±â°£ µ¿¾È °¨¼Ò µÈ ±ÕÇü ÀâÈù ´Ü¹éÁú ´ÙÀÌ¾îÆ®ÀÇ ´Ù¼¼´ë È¿°ú. F1À» °³Á¾ »ı¼º 1. ??¼º´É
poultry science	2018	5	monogastric	original article	https://academic.oup.com/ps/article/97/5/1666/4920823	Multigenerational effects of a reduced balanced protein diet during the rearing and laying period of broiler breeders. 2. Zootechnical performance of the F1 broiler offspring                 	JLesuisse	À°°è »çÀ°ÀÇ ¾çÀ°°ú ´©¿ö ±â°£ µ¿¾È °¨¼Ò µÈ ±ÕÇü ÀâÈù ´Ü¹éÁú ´ÙÀÌ¾îÆ®ÀÇ ´Ù¼¼´ë È¿°ú. F1À» À°°è ÀÚ¼Õ 2. Ãà»ê (zootechnical) ¼º´É
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2011/4864317	Effect of supplemental phytase and xylanase in wheat-based diets on prececal phosphorus digestibility and phytate degradation in young turkeys                 	C-JIngelmann	ÀşÀº Ä¥¸éÁ¶¿¡¼­ prececal ÀÎ ¼ÒÈ­À² ¹× ÇÇ Å×ÀÌÆ® ÀúÇÏ¿¡ ¹Ğ ±â¹İÀÇ ½Ä´Ü¿¡ Ãß°¡ ÇÇÅ¸ ¾ÆÁ¦ ¹× ÀÚÀÏ¶ó³ª Á¦ÀÇ È¿°ú
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2139/4937355	"Effects of vitamin E on growth performance, tissue ¥á-tocopherol, and lipid peroxidation of starter White Pekin ducks                 "	MXies	"½ºÅ¸ÅÍ È­ÀÌÆ® Pekin ¿À¸®ÀÔ´Ï´Ù ¼ºÀå ¼º´É, Á¶Á÷ ¥á ÅäÄÚÆä·Ñ ¹× ÁöÁú °ú»êÈ­¿¡ ºñÅ¸¹Î EÀÇ È¿°ú"
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2021/4922216	"Effects of adding methionine in low-protein diet and subsequently fed low-energy diet on productive performance, blood chemical profile, and lipid metabolism-related gene expression of broiler chickens                 "	PJariyahatthakij	"ÀÌ¾î¼­ Àú ´Ü¹éÁú »ç·á¿¡ ¸ŞÆ¼¿À´ÑÀ» Ã·°¡ È¿°ú´Â »ı»ê ¼º´É, Ç÷¾× È­ÇĞ ÇÁ·ÎÆÄÀÏ ¹× À°°è ÁöÁú ´ë»ç °ü·Ã À¯ÀüÀÚ ¹ßÇö¿¡ Àú¿¡³ÊÁö »ç·á ¸ÔÀÌ"
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2034/4922219	"Effects of Pediococcus acidilactici, mannan-oligosaccharide, butyric acid and their combination on growth performance and intestinal health in young broiler chickens challenged with Salmonella Typhimurium                 "	VJazi	"»ì¸ğ³Ú¶ó TyphimuriumÀÇ¿Í µµÀü Æäµğ ¿À acidilactici, ¸¸³­ ¿Ã¸®°í´ç, ºÎÆ¼¸£»ê ÀşÀº À°°èÀÇ ¼ºÀå ¼º´É°ú Àå °Ç°­¿¡ ÀÚ½ÅÀÇ Á¶ÇÕÀÇ È¿°ú"
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2044/4932764	"Digestible methionine+cysteine in the diet of commercial layers and its influence on the performance, quality, and amino acid profile of eggs and economic evaluation                 "	TSMCarvalho	"¼ÒÈ­ ¸ŞÆ¼¿À´Ñ + ½Ã½ºÅ×ÀÎ »ó¾÷ ÃşÀÇ½ÄÀÌ ¿ä¹ı°ú ¼º´É, Ç°Áú¿¡ ¹ÌÄ¡´Â ¿µÇâ, ±×¸®°í °è¶õ°ú °æÁ¦¼º Æò°¡ÀÇ ¾Æ¹Ì³ë»ê ÇÁ·ÎÇÊ"
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2053/4922222	Gene expression and activity of methionine converting enzymes in broiler chickens fed methionine isomers or precursors                  	ShuaiZhang	¸ŞÆ¼¿À´Ñ ¶Ç´Â ÀÌ¼ºÁúÃ¼ Àü±¸Ã¼¸¦ °ø±Ş À°°è ¸ŞÆ¼¿À´Ñ º¯È¯ È¿¼ÒÀÇ À¯ÀüÀÚ ¹ßÇö ¹× È°¼º
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2064/4868483	Interactions between the concentration of non-starch polysaccharides in wheat and the addition of an enzyme mixture in a broiler digestibility and performance trial                 	NSmeets	¹ĞÀÇ ºñ ³ì¸» ´Ù´ç·ùÀÇ ³óµµ ¹× ±Á´Â ¼ÒÈ­À² ¹× ¼º´É ½ÃÇè¿¡¼­ È¿¼Ò È¥ÇÕ¹°ÀÇ Ãß°¡ÀÇ »óÈ£ ÀÛ¿ë
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2071/4917309	"Performance, egg quality, nutrient digestibility, and excreta microbiota shedding in laying hens fed corn-soybean-meal-wheat-based diets supplemented with xylanase                 "	XJLei	"¾ÏÅ¼ °ø±Ş ¿Á¼ö¼ö - Äá - ½Ä»ç - ¹Ğ ±â¹İÀÇ ½Ä´ÜÀ» ´©¿ö¿¡ Èê¸®´Â ¼º´É, °è¶õ Ç°Áú, ¿µ¾ç¼Ò ¼ÒÈ­À² ¹× ¹è¼³¹° ¹Ì»ı¹°Àº ÀÚÀÏ¶ó³ª º¸Ãæ"
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2078/4859456	Meta-analysis: explicit value of mono-component proteases in monogastric diets                 	SALee	¸ŞÅ¸ ºĞ¼® : ´ÜÀ§ (monogastric) ´ÙÀÌ¾îÆ®ÀÇ ´ÜÀÏ ¼ººĞÀÇ ´Ü¹éÁú ºĞÇØ È¿¼ÒÀÇ ¸í½Ã Àû °ª
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2086/4857176	Response of goose intestinal microflora to the source and level of dietary fiber                 	HaizhuZhou	½ÄÀÌ ¼¶À¯ÀÇ ¼Ò½º ¹× ¼öÁØ °ÅÀ§ Àå³» ¹Ì»ı¹°ÀÇ ÀÀ´ä
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2095/4922223	Forsythia suspensa extract protects broilers against breast muscle oxidative injury induced by corticosterone mimicked pre-slaughter acute stress                 	LPan	°³³ª¸® suspensa ÃßÃâ¹°Àº ÄÚ¸£Æ¼ ÄÚ½º Å×·Ğ¿¡ ÀÇÇØ À¯µµ µÈ °¡½¿ ±ÙÀ°ÀÇ »êÈ­ Àû ¼Õ»ó¿¡ ´ëÇÑ À°°è »çÀü ÇĞ»ì ±Ş¼º ½ºÆ®·¹½º¸¦ ¸ğ¹æ º¸È£
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2106/4922224	"The effect of drying method temperature, collection method, and marker type on apparent ileal amino acid digestibility in 21-day-old broilers fed corn-soybean meal-barley based diet                "	OCOlojede	21 ÀÏµÈ À°°è ¸í¹é È¸Àå ¾Æ¹Ì³ë»ê ¼ÒÈ­¼º¿¡ °ÇÁ¶¹ı ¿Âµµ ¼öÁı ¹æ¹ı ¹× Ç¥½Ä À¯ÇüÀÇ È¿°ú´Â ¿Á¼ö¼ö Äá À½½Ä - º¸¸® ±âÀç ±ÔÁ¤ ½ÄÀ» °ø±Ş
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2113/4937119	Fermented soybean meal exhibits probiotic properties when included in Japanese quail diet in replacement of soybean meal                 	VJazi	´ëµÎ¹ÚÀÇ ±³Ã¼ ÀÏº» ¸ŞÃß¶ó±â ´ÙÀÌ¾îÆ®¿¡ Æ÷ÇÔ ÇÒ ¶§ ¹ßÈ¿ ´ëµÎ¹ÚÀº ÇÁ·Î ¹ÙÀÌ¿À Æ½ Æ¯¼ºÀ» ³ªÅ¸³½´Ù
poultry science	2018	6	monogastric	original article	https://academic.oup.com/ps/article/97/6/2123/4955669	Evaluation of novel protease enzymes on growth performance and apparent ileal digestibility of amino acids in poultry: enzyme screening                 	CLWalk	¼ºÀå ¼º´É ¹× °¡±İ·ù¿¡¼­ ¾Æ¹Ì³ë»êÀÇ °Ñº¸±â ¼ÒÈ­·Â È¸Àå¿¡ »õ·Î¿î ÇÁ·ÎÅ×¾ÆÁ¦ È¿¼ÒÀÇ Æò°¡ : È¿¼Ò ½ºÅ©¸®´×
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117314013	"Effect of different levels of pomegranate marc with or without polyethylene glycol on performance, nutrients digestibility and protozoal population in growing lambs"	AliHatamia	"¶Ç´Â ¼ºÀå ¾ç ¼º´É, ¿µ¾ç¼Ò ¼ÒÈ­À² ¹× Ãæ¼º ÀÎ±¸¿¡ Æú¸®¿¡Æ¿·» ±Û¸®Äİ¾øÀÌ ¼®·ù ¸¶Å©ÀÇ ¼­·Î ´Ù¸¥ ¼öÁØÀÇ È¿°ú"
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117314104	"Lambs fed cassava silage with added tamarind residue: Silage quality, intake, digestibility, nitrogen balance, growth performance and carcass quality"	C.M.Souzaa	¸ñÃÊ Ç°Áú ¼·Ãë ¼ÒÈ­ Áú¼Ò ±ÕÇü ¼ºÀå ¼º´É ¹× µµÃ¼ Ç°Áú : Ãß°¡ ¸°µå ÀÜ»ç ¾ç °ø±Ş Ä«»ç¹Ù ¿Á¼ö
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117303814	Nellore bulls (Bos taurus indicus) with high residual feed intake have increased the expression of genes involved in oxidative phosphorylation in rumen epithelium	P.DelBiancoBenedetia	³ôÀº ÀÜ·ù »ç·á ¼·Ãë NelloreÀÇ ºÒ½º (º¸½º Åä·¯½º indicus) ¹İÃßÀ§ »óÇÇ »êÈ­ Àû ÀÎ»êÈ­¿¡ °ü¿©ÇÏ´Â À¯ÀüÀÚÀÇ ¹ßÇöÀ» Áõ°¡
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117308775	Influence of dietary supplementation with sunflower oil and quebracho tannins on growth performance and meat fatty acid profile of Awassi lambs	H.E.M.Kamela	Awassi ¾ç ¼ºÀå ¼º´É ¹× °í±â Áö¹æ»ê ÇÁ·ÎÇÊ ÇØ¹Ù¶ó±â ¿ÀÀÏ ÄÉºê¶ó Å¸´Ñ½ÄÀÌ º¸ÃæÁ¦ÀÇ ¿µÇâ
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117307885	Sisal silage addition to feedlot sheep diets as a water and forage source	F.N.C.Souza	¹° ¹× Æ÷¸® ¼Ò½º·Î »çÀ°Àå ¾ç ´ÙÀÌ¾îÆ®¿¡ Àß»ï »çÀÏ¸®Áö Ãß°¡
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117307137	Physiological responses to a yeast and clay-based adsorbent during an aflatoxin challenge in Holstein cows	M.E.Weatherlya	È¦½ºÅ¸ÀÎ Á¥¼ÒÀÇ ¾ÆÇÃ¶óÅå½Å µµÀüÇÏ´Â µ¿¾È È¿¸ğ¿Í Á¡Åä ±â¹İÀÇ ÈíÂøÁ¦¿¡ ´ëÇÑ »ı¸®Àû ¹İÀÀ
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S037784011630877X	"Strategies to modify the ruminal biohydrogenation of polyunsaturated fatty acids and the production of trans-10, cis-12 C18:2 in vitro"	A.Siuranaa	"Ã¼¿Ü¿¡¼­ 2 : Àü·«Àº °íµµ ºÒÆ÷È­ Áö¹æ»êÀÇ ¹İÃßÀ§ biohydrogenation Æ®·£½º-10ÀÇ »ı»ê, ½Ã½º (12) C18À» ¼öÁ¤ÇÏ´Â ¹æ¹ı"
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117302353	Curve-linear relationship between altered carbohydrate traits with molecular structure and truly absorbed nutrient supply to dairy cattle in new hulless barley (Hordeum vulgare L.)	BaoliSunab	ºĞÀÚ ±¸Á¶ º¯°æµÈ Åº¼öÈ­¹° Æ¯¼º°ú »õ·Î¿î hulless º¸¸®¿¡¼­ Á¥¼Ò ÁøÁ¤ Èí¼ö ¿µ¾ç °ø±Ş »çÀÌÀÇ ¼±Çü °ü°è °î¼± (Hordeum vulgareÀÇÀºÀ» L.)
animal feed science and technology	2018	1	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117310581	"Comparative effects of Moringa oleifera root bark and monensin supplementations on ruminal fermentation, nutrient digestibility and growth performance of growing lambs"	Y.A.Soltana	"¹İÃßÀ§ ¹ßÈ¿, ¿µ¾ç¼Ò ¼ÒÈ­À² ¹× ¼ºÀå ¾çÀÇ ¼ºÀå ¼º´É¿¡ ¸ğ ¸µ°¡ ¿Ã·¹ÀÌ Æä¶ó ·çÆ® ³ª¹« ²®Áú°ú ¸ğ ³Ù½Å supplementationsÀÇ ºñ±³ È¿°ú"
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117308167	Metabolizable energy and amino acid digestibility of mash and pelleted diets for broilers determined under different methodologies	L.F.Rozaa	´Ù¸¥ ¹æ¹ı¿¡ µû¶ó °áÁ¤µÉ À°°è ¿ë ¸Å½¬ Æç·¿ »ç·áÀÇ ´ë»ç ¿¡³ÊÁö ¾Æ¹Ì³ë»ê ¼ÒÈ­¼º
animal feed science and technology	2018	1	monogastric	review	https://www.sciencedirect.com/science/article/pii/S0377840117310283	Iron status of piglets and impact of phytase superdosing on iron physiology: A review	JaeCheolKima	µÅÁö Ã¶ »ı¸®¿¡ ÇÇÅ¸ ¾ÆÁ¦ superdosingÀÇ ¿µÇâ Ã¶ »óÅÂ : °ËÅä
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840116311671	"Mixed organic acids as antibiotic substitutes improve performance, serum immunity, intestinal morphology and microbiota for weaned piglets"	S.F.Longa	Ç×»ıÁ¦ ´ëÃ¼Ç°À¸·Î¼­ È¥ÇÕ À¯±â»ê ÀÌÀ¯ ÀÚµ· ¼º´É Ç÷Ã» ³»¼º Àå³» ¹Ì»ı¹°ÀÇ ÇüÅÂ ¹× °³¼±
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117307721	Gut antimicrobial effects and nutritional value of black soldier fly (Hermetia illucens L.) prepupae for weaned piglets	ThomasSpranghersab	Ç×±Õ È¿°ú ¹× ºí·¢ ±ºÀÎ ÇÃ¶óÀÌ ¿µ¾ç°¡ °ÅÆ® ÀÌÀ¯ ÇÑ »õ³¢ µÅÁö prepupae (Hermetia´Â L.¸¦ illucens)
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117308970	A computer-controlled simulated digestion system is a promising in vitro digestibility technique to predict digestible energy of corn grain for growing pigs	L.Pan	ÄÄÇ»ÅÍ Á¦¾î ½Ã¹Ä·¹ÀÌ¼Ç ¼ÒÈ­ ½Ã½ºÅÛÀº ¼ºÀå µÅÁö ¿ë ¿Á¼ö¼ö °î¹°ÀÇ ¼ÒÈ­ ¿¡³ÊÁö¸¦ ¿¹ÃøÇÏ´Â Ã¼¿Ü ¼ÒÈ­ ±â¼úÀÇ À¯¸Á
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117308398	"Yeast and yeast derivatives in feed additives and ingredients: Sources, characteristics, animal responses, and quantification methods"	G.C.Shurson	"¼Ò½º, Æ¯¼º, µ¿¹° ÀÀ´ä ¹× Á¤·®È­ ¹æ¹ı : »ç·á Ã·°¡Á¦ ¹× ¼ººĞ¿¡ È¿¸ğ ¹× È¿¸ğ ÆÄ»ı »óÇ°"
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117307708	In vitro digestion methods to characterize the physicochemical properties of diets varying in dietary fibre source and content	PanZhouab	Ã¼¿Ü ¼ÒÈ­ ¹æ¹ı¿¡¼­½ÄÀÌ ¼¶À¯ ¼Ò½º ¹× ÄÜÅÙÃ÷¿¡ ´Ù¾çÇÑ ½Ä´ÜÀÇ ¹°¸® È­ÇĞÀû Æ¯¼ºÀ» Æ¯¼ºÈ­ÇÏ±â
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117303498	"Dietary inclusion of xylanase improves growth performance, apparent total tract nutrient digestibility, apparent ileal digestibility of nutrients and amino acids and alters gut microbiota in growing pigs"	KwangYongLeea	"ÀÚÀÏ¶ó³ªÀÇ½ÄÀÌ Æ÷ÇÔÀº ¿µ¾çºĞ°ú ¾Æ¹Ì³ë»êÀÇ ¼ºÀå ¼º´É, ¸í¹éÇÑ ÀüÃ¼ ±â°üÀÇ ¿µ¾ç¼Ò ¼ÒÈ­À², ¸í¹éÇÑ È¸Àå ¼ÒÈ­À²À» Çâ»ó½ÃÅ°°í ¼ºÀå µÅÁöÀÇ Àå³» ¹Ì»ı¹°À» º¯°æ"
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117309690	"Effect of organic acids and essential oils on performance, intestinal health and digestive enzyme activities of weaned pigs"	Y.T.Xu	"À¯±â»ê ¹× ¼º´É¿¡ ¿¡¼¾¼È ¿ÀÀÏ, Àå °Ç°­°ú ÀÌÀ¯ÀÚµ·ÀÇ ¼ÒÈ­ È¿¼Ò È°¼º¿¡ ¹ÌÄ¡´Â ¿µÇâ"
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117310167	"The effect of a mono-component exogenous protease and graded concentrations of ascorbic acid on the performance, nutrient digestibility and intestinal architecture of broiler chickens"	A.J.Cowiesona	À°°è ¼º´É ¿µ¾ç¼Ò ¼ÒÈ­¼º Àå³» ±¸Á¶ÀÇ ¸ğ³ë ¼ººĞ ¿ÜÀÎ¼º ÇÁ·ÎÅ×¾ÆÁ¦ÀÇ È¿°ú ¹× ¾Æ½ºÄÚ¸£ºê »êÀÇ ³óµµ ±¸¹è
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117309550	The combination of carbohydrases and phytase to improve nutritional value and non-starch polysaccharides degradation for growing pigs fed diets with or without wheat bran	Z.K.Zeng	´çÁú°ú ÇÇÅ¸ ¾ÆÁ¦ÀÇ °áÇÕ ¶Ç´Â ¹Ğ±â¿ï¾øÀÌ µÅÁö¿¡°Ô °ø±Ş ´ÙÀÌ¾îÆ®¸¦ ¼ºÀåÀ»À§ÇÑ ¿µ¾ç °¡Ä¡¿Í ºñ - ÀüºĞ ´Ù´ç·ùÀÇ ÀúÇÏ¸¦ °³¼±ÇÏ±â À§ÇØ
animal feed science and technology	2018	1	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117305357	"Effects of feeding canola meal or soy expeller at two dietary net energy levels on growth performance, dressing and carcass characteristics of barrows and gilts"	M.N.Smita	µé°Í ¹× ¾ÏÅïÁöÀÇ Æ¯¼ºÀ» ¼ºÀå ¼º´É¿¡ µÎ½ÄÀÌ ¼ø ¿¡³ÊÁö ¼öÁØ¿¡¼­ Ä«³î¶ó ½Ä»ç ¶Ç´Â °£Àå ÂøÀ¯±â¸¦ °ø±Ş µå·¹½Ì°ú ½ÃÃ¼ÀÇ È¿°ú
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117302742	Effect of additives on fatty acid profile of high moisture alfalfa silage during ensiling and after exposure to air	Q.H.Liu	ensiling µ¿¾È °ø±â¿¡ ³ëÃâ µÈ ÈÄ °í¼ö ¾ËÆÈÆÄ »çÀÏ¸®ÁöÀÇ Áö¹æ»ê ÇÁ·ÎÇÊ Ã·°¡Á¦ÀÇ ¿µÇâ
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117308957	Use of high doses of 18:0 to try to mitigate the syndrome of milk fat depression in dairy ewes fed marine lipids	PabloG.Toral	(18) °í¿ë·®ÀÇ »ç¿ë : 0 °ø±Ş À¯Á¦Ç° ¾Ï¾ç ¿ìÀ¯ Áö¹æ ¿ì¿ïÁõÀÇ ÁõÈÄ±ºÀ» ¿ÏÈ­ÇÏ·Á°íÇÏ´Â ÇØ¾ç ÁöÁú
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117312555	"Effect of dietary grape pomace on growth performance, meat quality and antioxidant activity in ram lambs"	J.X.Zhao	"·¥ ¾ç ¼ºÀå ¼º´É, °í±âÀÇ Ç°Áú°ú Ç×»êÈ­ ÀÛ¿ë¿¡½ÄÀÌ Æ÷µµ Âî²¨±âÀÇ È¿°ú"
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117304170	"Effects of dietary supplementation with alfalfa (Medicago sativa L.) saponins on lamb growth performance, nutrient digestibility, and plasma parameters"	CeLiu	¾ËÆÈÆÄ (Medicago »çÆ¼ L.) ¾ç ¼ºÀå ¼º´É »çÆ÷´Ñ ¿µ¾ç¼Ò ¼ÒÈ­¼º ¹× ÇÃ¶óÁî¸¶ ÆÄ¶ó¹ÌÅÍ¸¦½ÄÀÌ º¸ÃæÁ¦ÀÇ È¿°ú
animal feed science and technology	2018	2	ruminant	review	https://www.sciencedirect.com/science/article/pii/S0377840117308878	Nitrocompounds as potential methanogenic inhibitors in ruminant animals: A review	Zhen-WeiZhang	¹İÃß µ¿¹°ÀÇ ÀáÀçÀû ÀÎ ¸ŞÅº ¾ïÁ¦Á¦·Î¼­ Nitrocompounds : °ËÅä
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117308489	Live yeast supplementation improves rumen fibre degradation in cattle grazing tropical pastures throughout the year	D.O.Sousaa	¶óÀÌºê È¿¸ğ º¸ÃæÀº ¹İÃßÀ§¿¡°Ô ÀÏ³â ³»³» ¿­´ë ¸ñÃÊÁö ¹æ¸ñ ¼Ò ¼¶À¯ÀÇ ÀúÇÏ¸¦ Çâ»ó
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117315894	"Effects of exogenous fibrolytic enzyme supplementation to diets with different NFC/NDF ratios on the growth performance, nutrient digestibility and ruminal fermentation in Chinese domesticated black goats"	S.D.Songa	Áß±¹¾î µé¿©Áø °ËÀº ¿°¼ÒÀÇ ¼ºÀå ¼º´É ¿µ¾ç¼Ò ¼ÒÈ­¼º ¹İÃßÀ§ ¹ßÈ¿¿¡ ´Ù¸¥ NFC / NDF ºñÀ²·Î »ç·á¿¡ ¿ÜÀÎ¼º fibrolytic È¿¼Ò º¸ÃæÁ¦ÀÇ È¿°ú
animal feed science and technology	2018	2	ruminant	original article	https://www.sciencedirect.com/science/article/pii/S0377840117310106	Ammonia Fiber Expansion (AFEX) as spin off technology from 2nd generation biofuel for upgrading cereal straws and stovers for livestock feed	MichaelBlummelab	°¡Ãà »ç·á¿¡ ´ëÇÑ ½Ã¸®¾ó »¡´ë¿Í stovers ¾÷±×·¹ÀÌµå¸¦À§ÇÑ 2 ¼¼´ë ¹ÙÀÌ¿À ¿¬·áÀÇ ½ºÇÉ ¿ÀÇÁ ±â¼ú·Î ¾Ï¸ğ´Ï¾Æ ÆÄÀÌ¹ö È®Àå (AFEX)
animal feed science and technology	2018	2	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S0377840117311872	"Different essential oils in diets of broiler chickens: 2. Gut microbes and morphology, immune response, and some blood profile and antioxidant enzymes"	SubrataChowdhurya	"À°°è »ç·á¿¡¼­ ´Ù¸¥ ¿¡¼¾¼È ¿ÀÀÏ 2. ±Â ¹Ì»ı¹° ¹× ÇüÅÂ, ¸é¿ª ¹İÀÀ, ÀÏºÎ Ç÷¾× ÇÁ·ÎÇÊ ¹× Ç×»êÈ­ È¿¼Ò"
animal feed science and technology	2018	2	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S037784011731101X	"Effects of ¥á-galactosidase supplementation on nutrient digestibility, growth performance, intestinal morphology and digestive enzyme activities in weaned piglets"	Q.H.Shangs	ÀÌÀ¯ ÇÑ »õ³¢ µÅÁöÀÇ ¿µ¾ç¼Ò ¼ÒÈ­¼º ¼ºÀå ¼º´É ÇüÅÂ Àå³» ¼ÒÈ­ È¿¼Ò È°¼º¿¡ ¥á °¥ ¶ôÅä º¸ÃæÁ¦ÀÇ È¿°ú
animal feed science and technology	2018	2	monogastric	original article	https://www.sciencedirect.com/science/article/pii/S037784011731026X	A comparative study on the effects of dietary sunflower hulls on growth performance and digestive tract traits of broilers and pullets fed a pullet diet from 0 to 21<U+00A0>days of age	M.V.Kimiaeitalab	½ÄÀÌ ÇØ¹Ù¶ó±âÀÇ È¿°ú¿¡ ´ëÇÑ ºñ±³ ¿¬±¸´Â 0¿¡¼­ 21 <U + 00A0> ÀÏÀÇ ³ªÀÌ¿¡ ¾î¸° ¾ÏÅ¼ ´ÙÀÌ¾îÆ®¸¦ °ø±Ş À°°è¿Í ¾î¸° ¾ÏÅ¼ÀÇ ¼ºÀå ¼º´É ¹× ¼ÒÈ­ ±â°üÀÇ Æ¯¼º¿¡ ¼±Ã¼
